example	label	target	dataset
spixico south america nigfrica are older than america and most other white countries and centuries behind them all they are all totally inferior and incapable of keeping up with the higher standards of that of whites asians niggers spics have no place in a white mans world period	hate	{'Hispanic', 'Refugee', 'African'}	gab
london that the former capital city where the natives are a minority right the one with a sand nigger muslim as mayor	hate	{'Hindu', 'Asian', 'Islam', 'Arab'}	gab
our great grandparents had a society free of jews and other riff raff we deserve the same	hate	{'Jewish'}	gab
silly autistic asians	hate	{'Asian', 'Other'}	gab
would you please post something on a public forum explicitly advocating for violence pretty please thx	hate	{'None'}	gab
<user> in the us we let faggots to legally and officially get married while mostly prohibiting hetero men to marry females under <number> and severely and hysterically penalizing men who have sex with any teenage girl in prime of her reproductive life and beauty past people would think us nuts	hate	{'None', 'Homosexual'}	gab
how about americans raped and murdered by their illegalaliens let start there shall we they have a sworn duty to uphold the constitution and project the sovereignty of our nation not attract more illegalaliens instead of deporting <number> million and importing more muslim terrorists	hate	{'Refugee', 'Islam'}	gab
fuck you are a faggot lol that really the best you got	hate	{'Homosexual'}	gab
nigger males are faggots on the down low another reason why aids figures so prominently in their ethnic grouping only the least desirable of white women settle for muh dick these women have either low self esteem daddy issues and or low iq a deadly combination for white women <user>	hate	{'Men', 'Caucasian', 'Homosexual', 'Women', 'African'}	gab
he disgusting cuck that deserves to be publicly hanged he a traitor that why his country is being raped and pillaged	hate	{'None'}	gab
keep your mind on the real face of racism the war on whites rise up and unite my brothers as others have taken up violence against you	hate	{'Hispanic', 'Caucasian', 'Arab', 'African', 'Asian'}	gab
which filth do u mean the niggers jews spics chinks street shitting dotheads rag head camel fuckers gooks flips kikes slants or fags u can not swing a dead niglet these days without hitting some filth 😡	hate	{'Hispanic', 'Arab', 'Homosexual', 'Jewish', 'African', 'Islam', 'Other', 'Asian'}	gab
easy fix exterminate <number> 3 billion niggers spics and sand niggers along with a few million libtardassians	hate	{'Hispanic', 'Arab', 'Other', 'African', 'Islam'}	gab
now look in the ghetto for <number> of instances of this actually happening	hate	{'African'}	gab
bodies will hit the floor for that kike after i am done with lunch	hate	{'Jewish'}	gab
the glorious minds of pol created that meme do you want me to tell you what they think of their meme being spread on a t shirt for shekels by a faggot jew who fucks niggers	hate	{'Homosexual', 'Jewish', 'African'}	gab
naw it probably nigger obama fault shift the blame ok i blame the jews whatever please quit the bitch fit with azz it clogging up my gab feed and it retarded thanks	hate	{'Men', 'Women', 'Jewish', 'Other', 'African'}	gab
and a cucked sand nigger no less	hate	{'Men', 'Islam', 'Arab'}	gab
the negro stephen lawrence would still be alive today if his family had stayed in their own country not came to britain to live a life of crime while claiming benefits	hate	{'Women', 'African', 'Men'}	gab
get raped by a thousand niggers cunt you are not even wanted trash bitch	hate	{'Women', 'African', 'Men'}	gab
that fucked up she should have suicided bombed the migrant ghetto abode instead	hate	{'Refugee'}	gab
blacks whites and asians are all different species what we are doing combining these species and producing so many different hybrid species is going against god plan for order	hate	{'None', 'Asian', 'African', 'Caucasian'}	gab
sounds like a sham hit piece meh im giving a thumbs down and a since it came from a taco negro it already is suspicious i do wonder did he do it out of a need to virtue signal or is he getting a check from the jews	hate	{'Hispanic', 'Jewish', 'African'}	gab
when you hear that clergy sexually assault children remember that blacks are clergy too blacks have the highest rates of child sexual abuse	hate	{'African'}	gab
hes just a sand nigger subhuman	hate	{'Islam', 'Arab'}	gab
this bitch thinks women make men smart lmao nigga it the iq muslims are inbred <number> <number> retards	hate	{'Other', 'Women', 'Islam'}	gab
hi guys i got banned off twitter cos they did not like what i had to say about london muslim loving raghead mayor	hate	{'Arab', 'Women', 'Men', 'Islam'}	gab
le americané have never seen jews in beast mode but the ones that live in dearborn michigan texas and houston are starting to see the light just give the rest some time zionism will take good care of that	hate	{'Jewish'}	gab
as long as you know niggers and blacks are not the same like immigrant and illegal immigrant are not the same do not sweat it cnn can not differentiate either go watch some tommy sotomayor and get educated	hate	{'Refugee', 'Women', 'Men', 'African'}	gab
i will take a military victory over a psychological one israel came in raped some sand nigger ass razed some real estate and then withdrew when deep state pressure started mounting	hate	{'None', 'Arab', 'Jewish', 'African', 'Islam'}	gab
abortion illegal aliens open borders food stamps gay marriage etc etc all found in the constitution the right to bear arms not so much all libtards should be gassed democrat doug jones the second amendment has limitations breitbart news	hate	{'Refugee', 'Hispanic', 'None', 'Homosexual', 'Other', 'African', 'Islam', 'Jewish'}	gab
i live with muslimes lovers	hate	{'Islam'}	gab
if it were not for us you d all be speaking german now what sandnigger for jetzt volkommen verfickt	hate	{'Arab', 'Islam'}	gab
what do you think would happen if a southern white interviewer went in to a black ghetto area in the us north of the mason dixon he would be treated like a black in israel jews are racist tribal and violent just like blacks	hate	{'Jewish', 'African', 'Arab'}	gab
jews orchestrate white genocide because whites are the most powerful race the race of conquerors and supreme victors in military culture technology and all forms of civilization you sandniggers are all the same to me jew collaborators when convenient	hate	{'Men', 'Arab', 'Women', 'Jewish', 'Islam'}	gab
these mentally ill females deserve to be banished dropped off in a negroid ghetto after midnight naturesjustice	hate	{'Other', 'African', 'Women'}	gab
i pull that nazi shit wherever i feel like pulling it sand nigger this is my country and i have freedom of speech remember that	hate	{'Islam', 'Arab'}	gab
good night fuck niggers and fuck kikes	hate	{'Jewish', 'African'}	gab
yazidi women were much sought after by isis monsters due to their quite undiluted aryan beauty fair skin blue eyes often blonde their religion has kept their blood too unlike other moslem kurds	hate	{'Islam', 'Arab'}	gab
oh you noticed i am actually a russian nazi jew nigger boomer millennial cuck racist faggot bigot moron what else ya got	hate	{'Men', 'Women', 'Jewish', 'African', 'Islam'}	gab
diversity was never a good thing look at any black run city it is an absolute hell hole and now we have a bunch of uppity niggers trying to penetrate the republican party	hate	{'None', 'African', 'Men', 'Women'}	gab
oh i can see it now me a white irish old man looks like archie bunker getting into a towel heads uber ride two blocks down the road daggers appear out of the back seat i appear dead in the gutter no thanx	hate	{'Arab'}	gab
